establishment_type,risk_category,year,week,census_block,value,restaurant_inspection_complaints
Delicatessen,2,2014,36,3002,1,restaurant_inspection_complaints
Delicatessen,2,2014,36,5022,1,restaurant_inspection_complaints
Delicatessen,2,2014,37,1020,1,restaurant_inspection_complaints
Delicatessen,2,2014,40,1014,1,restaurant_inspection_complaints
Delicatessen,2,2014,40,2003,1,restaurant_inspection_complaints
Delicatessen,2,2014,40,2014,1,restaurant_inspection_complaints
Delicatessen,2,2014,41,2020,1,restaurant_inspection_complaints
Delicatessen,2,2014,42,3005,1,restaurant_inspection_complaints
Delicatessen,2,2014,45,1003,2,restaurant_inspection_complaints
Delicatessen,2,2014,46,2000,1,restaurant_inspection_complaints
Delicatessen,2,2014,46,2001,1,restaurant_inspection_complaints
Delicatessen,2,2014,49,1002,1,restaurant_inspection_complaints
Delicatessen,2,2014,50,1006,1,restaurant_inspection_complaints
Delicatessen,2,2015,1,2001,1,restaurant_inspection_complaints
Delicatessen,2,2015,1,3005,1,restaurant_inspection_complaints
Delicatessen,2,2015,2,5004,1,restaurant_inspection_complaints
Delicatessen,2,2015,2,5022,1,restaurant_inspection_complaints
Delicatessen,2,2015,3,1014,1,restaurant_inspection_complaints
Delicatessen,2,2015,3,1043,1,restaurant_inspection_complaints
Delicatessen,2,2015,6,3007,1,restaurant_inspection_complaints
Delicatessen,2,2015,8,1014,3,restaurant_inspection_complaints
Delicatessen,2,2015,8,2000,1,restaurant_inspection_complaints
Delicatessen,2,2015,8,3003,1,restaurant_inspection_complaints
Delicatessen,2,2015,9,1015,1,restaurant_inspection_complaints
Delicatessen,2,2015,9,1018,1,restaurant_inspection_complaints
Delicatessen,2,2015,9,5002,1,restaurant_inspection_complaints
Delicatessen,2,2015,10,1008,1,restaurant_inspection_complaints
Delicatessen,2,2015,10,2000,1,restaurant_inspection_complaints
Delicatessen,2,2015,11,1018,1,restaurant_inspection_complaints
Delicatessen,2,2015,12,1004,1,restaurant_inspection_complaints
Delicatessen,2,2015,12,2003,1,restaurant_inspection_complaints
Delicatessen,2,2015,12,5022,1,restaurant_inspection_complaints
Delicatessen,2,2015,13,2001,1,restaurant_inspection_complaints
Delicatessen,2,2015,14,1002,1,restaurant_inspection_complaints
Delicatessen,2,2015,15,4042,1,restaurant_inspection_complaints
Delicatessen,2,2015,16,1013,1,restaurant_inspection_complaints
Delicatessen,2,2015,16,2001,1,restaurant_inspection_complaints
Delicatessen,2,2015,16,3002,1,restaurant_inspection_complaints
Delicatessen,2,2015,17,1012,1,restaurant_inspection_complaints
Delicatessen,2,2015,18,1003,1,restaurant_inspection_complaints
Delicatessen,2,2015,18,2000,1,restaurant_inspection_complaints
Delicatessen,2,2015,19,1004,1,restaurant_inspection_complaints
Delicatessen,2,2015,19,2000,1,restaurant_inspection_complaints
Delicatessen,2,2015,20,1023,1,restaurant_inspection_complaints
Delicatessen,2,2015,22,1014,1,restaurant_inspection_complaints
Delicatessen,2,2015,22,5022,1,restaurant_inspection_complaints
Delicatessen,2,2015,23,1003,2,restaurant_inspection_complaints
Delicatessen,2,2015,23,1005,1,restaurant_inspection_complaints
Delicatessen,2,2015,23,4019,1,restaurant_inspection_complaints
Delicatessen,2,2015,24,1008,1,restaurant_inspection_complaints
Delicatessen,2,2015,24,2000,1,restaurant_inspection_complaints
Delicatessen,2,2015,24,2007,1,restaurant_inspection_complaints
Delicatessen,2,2015,24,3002,1,restaurant_inspection_complaints
Delicatessen,2,2015,24,5022,1,restaurant_inspection_complaints
Delicatessen,2,2015,25,1002,1,restaurant_inspection_complaints
Delicatessen,2,2015,25,2005,1,restaurant_inspection_complaints
Delicatessen,2,2015,28,1009,2,restaurant_inspection_complaints
Delicatessen,2,2015,28,5004,1,restaurant_inspection_complaints
Delicatessen,2,2015,30,2003,1,restaurant_inspection_complaints
Delicatessen,2,2015,31,1013,1,restaurant_inspection_complaints
Delicatessen,2,2015,31,2017,1,restaurant_inspection_complaints
Delicatessen,2,2015,33,2006,1,restaurant_inspection_complaints
Delicatessen,2,2015,33,2008,1,restaurant_inspection_complaints
Delicatessen,2,2015,33,4021,1,restaurant_inspection_complaints
Delicatessen,2,2015,34,2001,1,restaurant_inspection_complaints
Delicatessen,2,2015,35,2005,1,restaurant_inspection_complaints
Delicatessen,2,2015,35,5022,1,restaurant_inspection_complaints
Delicatessen,2,2015,36,2006,1,restaurant_inspection_complaints
Delicatessen,2,2015,37,4001,1,restaurant_inspection_complaints
Delicatessen,2,2015,38,1006,1,restaurant_inspection_complaints
Delicatessen,2,2015,38,2004,1,restaurant_inspection_complaints
Delicatessen,2,2015,39,1002,1,restaurant_inspection_complaints
Delicatessen,2,2015,39,1003,1,restaurant_inspection_complaints
Delicatessen,2,2015,39,2005,1,restaurant_inspection_complaints
Delicatessen,2,2015,40,1045,1,restaurant_inspection_complaints
Delicatessen,2,2015,40,2048,1,restaurant_inspection_complaints
Delicatessen,2,2015,41,2005,1,restaurant_inspection_complaints
Delicatessen,2,2015,43,1001,1,restaurant_inspection_complaints
Delicatessen,2,2015,44,1002,1,restaurant_inspection_complaints
Delicatessen,2,2015,45,1003,1,restaurant_inspection_complaints
Delicatessen,2,2015,45,2008,1,restaurant_inspection_complaints
Delicatessen,2,2015,45,2009,1,restaurant_inspection_complaints
Delicatessen,2,2015,46,1003,1,restaurant_inspection_complaints
Delicatessen,2,2015,46,2000,1,restaurant_inspection_complaints
Delicatessen,2,2015,47,2003,1,restaurant_inspection_complaints
Delicatessen,2,2015,48,1013,1,restaurant_inspection_complaints
Delicatessen,2,2015,49,1000,1,restaurant_inspection_complaints
Delicatessen,2,2015,49,1012,1,restaurant_inspection_complaints
Delicatessen,2,2015,50,1004,1,restaurant_inspection_complaints
Delicatessen,2,2015,50,2007,1,restaurant_inspection_complaints
Delicatessen,2,2015,52,2001,1,restaurant_inspection_complaints
Delicatessen,2,2016,2,1002,1,restaurant_inspection_complaints
Delicatessen,2,2016,2,1016,1,restaurant_inspection_complaints
Delicatessen,2,2016,3,1000,1,restaurant_inspection_complaints
Delicatessen,2,2016,3,1003,1,restaurant_inspection_complaints
Delicatessen,2,2016,3,2020,1,restaurant_inspection_complaints
Delicatessen,2,2016,5,1000,1,restaurant_inspection_complaints
Delicatessen,2,2016,5,2001,1,restaurant_inspection_complaints
Delicatessen,2,2016,5,3004,1,restaurant_inspection_complaints
Delicatessen,2,2016,6,1014,2,restaurant_inspection_complaints
Delicatessen,2,2016,6,2003,1,restaurant_inspection_complaints
Delicatessen,2,2016,7,4019,1,restaurant_inspection_complaints
Delicatessen,2,2016,8,3000,1,restaurant_inspection_complaints
Delicatessen,2,2016,9,1009,1,restaurant_inspection_complaints
Delicatessen,2,2016,10,1008,1,restaurant_inspection_complaints
Delicatessen,2,2016,11,1008,1,restaurant_inspection_complaints
Delicatessen,2,2016,11,2000,1,restaurant_inspection_complaints
Delicatessen,2,2016,12,2007,1,restaurant_inspection_complaints
Delicatessen,2,2016,13,1018,1,restaurant_inspection_complaints
Delicatessen,2,2016,14,1003,1,restaurant_inspection_complaints
Delicatessen,2,2016,14,3003,1,restaurant_inspection_complaints
Delicatessen,2,2016,16,2009,1,restaurant_inspection_complaints
Delicatessen,2,2016,16,2059,1,restaurant_inspection_complaints
Delicatessen,2,2016,19,1014,1,restaurant_inspection_complaints
Delicatessen,2,2016,19,2006,1,restaurant_inspection_complaints
Delicatessen,2,2016,19,2014,1,restaurant_inspection_complaints
Delicatessen,2,2016,19,5015,1,restaurant_inspection_complaints
Delicatessen,2,2016,20,1000,1,restaurant_inspection_complaints
Delicatessen,2,2016,21,2004,1,restaurant_inspection_complaints
Delicatessen,2,2016,21,5003,1,restaurant_inspection_complaints
Delicatessen,2,2016,22,1014,1,restaurant_inspection_complaints
Delicatessen,2,2016,22,2008,1,restaurant_inspection_complaints
Delicatessen,2,2016,22,3002,1,restaurant_inspection_complaints
Delicatessen,2,2016,23,1003,1,restaurant_inspection_complaints
Delicatessen,2,2016,23,2004,1,restaurant_inspection_complaints
Delicatessen,2,2016,24,1004,1,restaurant_inspection_complaints
Delicatessen,2,2016,24,1005,1,restaurant_inspection_complaints
Delicatessen,2,2016,24,1040,1,restaurant_inspection_complaints
Delicatessen,2,2016,24,2006,1,restaurant_inspection_complaints
Delicatessen,2,2016,24,2010,1,restaurant_inspection_complaints
Delicatessen,2,2016,24,4001,1,restaurant_inspection_complaints
Delicatessen,2,2016,25,1001,1,restaurant_inspection_complaints
Delicatessen,2,2016,25,2006,1,restaurant_inspection_complaints
Delicatessen,2,2016,28,3004,1,restaurant_inspection_complaints
Delicatessen,2,2016,31,5015,1,restaurant_inspection_complaints
Delicatessen,2,2016,32,2004,1,restaurant_inspection_complaints
Delicatessen,2,2016,33,2021,1,restaurant_inspection_complaints
Delicatessen,2,2016,34,1000,1,restaurant_inspection_complaints
Delicatessen,2,2016,34,2020,1,restaurant_inspection_complaints
Delicatessen,2,2016,35,1027,1,restaurant_inspection_complaints
Delicatessen,2,2016,35,2001,1,restaurant_inspection_complaints
Delicatessen,2,2016,37,3000,1,restaurant_inspection_complaints
Delicatessen,2,2016,38,1013,2,restaurant_inspection_complaints
Delicatessen,2,2016,38,2005,1,restaurant_inspection_complaints
Delicatessen,2,2016,39,1013,1,restaurant_inspection_complaints
Delicatessen,2,2016,40,1004,1,restaurant_inspection_complaints
Delicatessen,2,2016,42,1002,1,restaurant_inspection_complaints
Delicatessen,2,2016,42,1006,1,restaurant_inspection_complaints
Delicatessen,2,2016,43,1007,1,restaurant_inspection_complaints
Delicatessen,2,2016,43,3000,1,restaurant_inspection_complaints
Delicatessen,2,2016,44,1002,1,restaurant_inspection_complaints
Delicatessen,2,2016,44,2000,1,restaurant_inspection_complaints
Delicatessen,2,2016,45,1000,1,restaurant_inspection_complaints
Delicatessen,2,2016,45,1020,1,restaurant_inspection_complaints
Delicatessen,2,2016,46,1007,1,restaurant_inspection_complaints
Delicatessen,2,2016,47,1002,1,restaurant_inspection_complaints
Delicatessen,2,2016,47,5004,1,restaurant_inspection_complaints
Delicatessen,2,2016,50,1006,1,restaurant_inspection_complaints
Delicatessen,2,2016,50,2023,1,restaurant_inspection_complaints
Delicatessen,2,2016,50,2040,1,restaurant_inspection_complaints
Delicatessen,2,2016,51,1041,1,restaurant_inspection_complaints
Delicatessen,2,2016,52,2008,1,restaurant_inspection_complaints
Delicatessen,2,2017,1,2007,3,restaurant_inspection_complaints
Delicatessen,2,2017,4,3003,1,restaurant_inspection_complaints
Delicatessen,2,2017,5,1015,1,restaurant_inspection_complaints
Delicatessen,2,2017,5,2007,1,restaurant_inspection_complaints
Delicatessen,2,2017,6,1000,1,restaurant_inspection_complaints
Delicatessen,2,2017,7,2005,1,restaurant_inspection_complaints
Delicatessen,2,2017,7,3006,1,restaurant_inspection_complaints
Delicatessen,2,2017,8,4002,1,restaurant_inspection_complaints
Delicatessen,2,2017,9,1001,1,restaurant_inspection_complaints
Delicatessen,2,2017,9,2007,1,restaurant_inspection_complaints
Delicatessen,2,2017,9,2008,1,restaurant_inspection_complaints
Delicatessen,2,2017,9,2040,1,restaurant_inspection_complaints
Delicatessen,2,2017,10,2002,2,restaurant_inspection_complaints
Delicatessen,2,2017,10,5001,1,restaurant_inspection_complaints
Delicatessen,2,2017,12,2008,1,restaurant_inspection_complaints
Delicatessen,2,2017,12,3006,1,restaurant_inspection_complaints
Delicatessen,2,2017,13,1000,1,restaurant_inspection_complaints
Delicatessen,2,2017,13,1001,1,restaurant_inspection_complaints
Delicatessen,2,2017,13,1010,1,restaurant_inspection_complaints
Delicatessen,2,2017,13,1014,1,restaurant_inspection_complaints
Delicatessen,2,2017,13,2000,1,restaurant_inspection_complaints
Delicatessen,2,2017,14,4009,1,restaurant_inspection_complaints
Delicatessen,2,2017,15,2000,1,restaurant_inspection_complaints
Delicatessen,2,2017,15,3004,1,restaurant_inspection_complaints
Delicatessen,2,2017,16,1002,1,restaurant_inspection_complaints
Delicatessen,2,2017,16,3011,1,restaurant_inspection_complaints
Delicatessen,2,2017,17,1002,1,restaurant_inspection_complaints
Delicatessen,2,2017,17,1013,1,restaurant_inspection_complaints
Delicatessen,2,2017,17,4001,1,restaurant_inspection_complaints
Delicatessen,2,2017,19,1000,1,restaurant_inspection_complaints
Delicatessen,2,2017,19,1009,1,restaurant_inspection_complaints
Delicatessen,2,2017,19,5022,1,restaurant_inspection_complaints
Delicatessen,2,2017,21,1001,1,restaurant_inspection_complaints
Delicatessen,2,2017,21,1005,1,restaurant_inspection_complaints
Delicatessen,2,2017,21,5022,1,restaurant_inspection_complaints
Delicatessen,2,2017,22,1003,1,restaurant_inspection_complaints
Delicatessen,2,2017,22,1018,1,restaurant_inspection_complaints
Delicatessen,2,2017,22,2014,1,restaurant_inspection_complaints
Delicatessen,2,2017,23,1004,1,restaurant_inspection_complaints
Delicatessen,2,2017,24,1000,1,restaurant_inspection_complaints
Delicatessen,2,2017,24,2008,2,restaurant_inspection_complaints
Delicatessen,2,2017,24,2030,1,restaurant_inspection_complaints
Delicatessen,2,2017,25,1013,1,restaurant_inspection_complaints
Delicatessen,2,2017,25,2000,1,restaurant_inspection_complaints
Delicatessen,2,2017,27,3005,1,restaurant_inspection_complaints
Delicatessen,2,2017,28,1011,1,restaurant_inspection_complaints
Delicatessen,2,2017,28,2007,1,restaurant_inspection_complaints
Delicatessen,2,2017,28,4015,1,restaurant_inspection_complaints
Delicatessen,2,2017,28,5022,1,restaurant_inspection_complaints
Delicatessen,2,2017,29,1002,1,restaurant_inspection_complaints
Delicatessen,2,2017,29,1013,1,restaurant_inspection_complaints
Delicatessen,2,2017,30,2001,1,restaurant_inspection_complaints
Delicatessen,2,2017,30,2007,1,restaurant_inspection_complaints
Delicatessen,2,2017,32,1013,1,restaurant_inspection_complaints
Delicatessen,2,2017,33,3005,1,restaurant_inspection_complaints
Delicatessen,2,2017,34,1008,1,restaurant_inspection_complaints
Delicatessen,2,2017,34,2008,1,restaurant_inspection_complaints
Delicatessen,2,2017,34,3012,1,restaurant_inspection_complaints
Delicatessen,2,2017,35,1000,2,restaurant_inspection_complaints
Delicatessen,3,2008,4,1006,1,restaurant_inspection_complaints
Delicatessen,3,2008,8,2001,2,restaurant_inspection_complaints
Delicatessen,3,2008,9,2004,1,restaurant_inspection_complaints
Delicatessen,3,2008,10,1014,1,restaurant_inspection_complaints
Delicatessen,3,2008,14,2004,1,restaurant_inspection_complaints
Delicatessen,3,2008,17,1010,1,restaurant_inspection_complaints
Delicatessen,3,2008,17,1014,1,restaurant_inspection_complaints
Delicatessen,3,2008,17,2023,1,restaurant_inspection_complaints
Delicatessen,3,2008,18,2023,1,restaurant_inspection_complaints
Delicatessen,3,2008,20,3005,1,restaurant_inspection_complaints
Delicatessen,3,2008,22,1002,1,restaurant_inspection_complaints
Delicatessen,3,2008,22,1014,1,restaurant_inspection_complaints
Delicatessen,3,2008,22,2009,1,restaurant_inspection_complaints
Delicatessen,3,2008,23,1005,1,restaurant_inspection_complaints
Delicatessen,3,2008,23,1007,1,restaurant_inspection_complaints
Delicatessen,3,2008,23,1014,3,restaurant_inspection_complaints
Delicatessen,3,2008,24,2040,2,restaurant_inspection_complaints
Delicatessen,3,2008,25,1000,2,restaurant_inspection_complaints
Delicatessen,3,2008,25,2001,1,restaurant_inspection_complaints
Delicatessen,3,2008,26,2000,1,restaurant_inspection_complaints
Delicatessen,3,2008,26,2021,1,restaurant_inspection_complaints
Delicatessen,3,2008,27,1000,1,restaurant_inspection_complaints
Delicatessen,3,2008,27,1001,2,restaurant_inspection_complaints
Delicatessen,3,2008,27,1007,1,restaurant_inspection_complaints
Delicatessen,3,2008,27,1008,1,restaurant_inspection_complaints
Delicatessen,3,2008,27,2021,1,restaurant_inspection_complaints
Delicatessen,3,2008,29,2001,3,restaurant_inspection_complaints
Delicatessen,3,2008,29,2009,1,restaurant_inspection_complaints
Delicatessen,3,2008,30,2013,1,restaurant_inspection_complaints
Delicatessen,3,2008,31,2013,1,restaurant_inspection_complaints
Delicatessen,3,2008,31,2018,1,restaurant_inspection_complaints
Delicatessen,3,2008,32,1024,2,restaurant_inspection_complaints
Delicatessen,3,2008,32,2007,1,restaurant_inspection_complaints
Delicatessen,3,2008,35,1008,1,restaurant_inspection_complaints
Delicatessen,3,2008,36,1014,1,restaurant_inspection_complaints
Delicatessen,3,2008,36,1041,1,restaurant_inspection_complaints
Delicatessen,3,2008,36,2001,1,restaurant_inspection_complaints
Delicatessen,3,2008,36,3005,1,restaurant_inspection_complaints
Delicatessen,3,2008,37,2007,2,restaurant_inspection_complaints
Delicatessen,3,2008,38,1001,2,restaurant_inspection_complaints
Delicatessen,3,2008,38,1006,2,restaurant_inspection_complaints
Delicatessen,3,2008,38,1023,1,restaurant_inspection_complaints
Delicatessen,3,2008,38,1024,1,restaurant_inspection_complaints
Delicatessen,3,2008,38,3000,1,restaurant_inspection_complaints
Delicatessen,3,2008,39,1001,2,restaurant_inspection_complaints
Delicatessen,3,2008,39,3005,2,restaurant_inspection_complaints
Delicatessen,3,2008,40,1003,1,restaurant_inspection_complaints
Delicatessen,3,2008,40,2003,2,restaurant_inspection_complaints
Delicatessen,3,2008,40,3005,1,restaurant_inspection_complaints
Delicatessen,3,2008,41,1002,1,restaurant_inspection_complaints
Delicatessen,3,2008,41,1024,1,restaurant_inspection_complaints
Delicatessen,3,2008,41,2000,1,restaurant_inspection_complaints
Delicatessen,3,2008,42,2020,2,restaurant_inspection_complaints
Delicatessen,3,2008,43,1019,1,restaurant_inspection_complaints
Delicatessen,3,2008,43,2001,1,restaurant_inspection_complaints
Delicatessen,3,2008,44,2000,2,restaurant_inspection_complaints
Delicatessen,3,2008,44,2003,1,restaurant_inspection_complaints
Delicatessen,3,2008,44,2006,1,restaurant_inspection_complaints
Delicatessen,3,2008,44,2020,1,restaurant_inspection_complaints
Delicatessen,3,2008,44,3002,1,restaurant_inspection_complaints
Delicatessen,3,2008,44,3006,2,restaurant_inspection_complaints
Delicatessen,3,2008,44,5022,2,restaurant_inspection_complaints
Delicatessen,3,2008,45,2004,1,restaurant_inspection_complaints
Delicatessen,3,2008,46,3005,1,restaurant_inspection_complaints
